codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental,departamento_origen,establecimiento_norm,establecimiento_nota,direccion_norm,direccion_nota,telefonos_list,telefono_norm,codigo_flag_valido,distrito_flag_valido,departamento_norm,municipio_norm,id_establecimiento_canon,llave_canonica
07-01-0500-46,07-019,SOLOLA,SOLOLA,ESCUELA NORMAL PRIVADA,13 CALLE FINAL ZONA 1 COLONIA MIRALINDA,77624433,ESTELA BEN AJCALÓN DE TUY,JORGE MARIO ZELADA SÁNCHEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ,Solola,Escuela Normal Privada,,13 CALLE FINAL ZONA 1 COLONIA MIRALINDA,,['+502 7762 4433'],+502 7762 4433,True,True,SOLOLA,SOLOLA,ESCUELA NORMAL PRIVADA 13 CALLE FINAL ZONA 1 COLONIA MIRALINDA SOLOLA,3267721624745600747
07-04-0041-46,07-032,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL REGIONAL DE OCCIDENTE,"PARCELAMIENTO EL MOLINO SAN PEDRO, CANTON CHUCHEXIC",78234597,MOISÉS ISRAEL SAQUÍC JOJ,MOISES MARIANO SAY SOLÍS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE|BILINGUE,MATUTINA|DOBLE,DIARIO(REGULAR),SOLOLÁ,Solola,Escuela Normal Regional de Occidente,,"PARCELAMIENTO EL MOLINO SAN PEDRO, CANTON CHUCHEXIC",,['+502 7823 4597'],+502 7823 4597,True,True,SOLOLA,SANTA LUCIA UTATLAN,ESCUELA NORMAL REGIONAL DE OCCIDENTE PARCELAMIENTO EL MOLINO SAN PEDRO CANTON CHUCHEXIC SANTA LUCIA UTATLAN,7001208699891121193
21-06-0239-46,21-003,JALAPA,MONJAS,"ESCUELA NORMAL REGIONAL DE ORIENTE ""LICENCIADO CLEMENTE MARROQUIN ROJAS""",KILOMETRO 146.5,46354246,IRIS VICTORIA TEO ORELLANA,PEDRO ANTONIO RAMOS RUANO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),JALAPA,Jalapa,Escuela Normal Regional de Oriente Licenciado Clemente Marroquin Rojas,,KILOMETRO 146.5,,['+502 4635 4246'],+502 4635 4246,True,True,JALAPA,MONJAS,ESCUELA NORMAL REGIONAL DE ORIENTE LICENCIADO CLEMENTE MARROQUIN ROJAS KILOMETRO 146 5 MONJAS,-4640468758653584832
08-01-0503-46,08-001,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL RURAL DE OCCIDENTE NO. 2,ZONA 5 PARAJE PARRAMON,42108091,MIGUEL AJPOP VÁSQUEZ,JUAN VIRGILIO GARCÍA VÁSQUEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPÁN,Totonicapan,Escuela Normal Rural de Occidente No. 2,,ZONA 5 PARAJE PARRAMON,,['+502 4210 8091'],+502 4210 8091,True,True,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL RURAL DE OCCIDENTE NO 2 ZONA 5 PARAJE PARRAMON TOTONICAPAN,5876364442772787435
04-01-0044-46,04-028,CHIMALTENANGO,CHIMALTENANGO,"ESCUELA NORMAL RURAL NO. 1 ""PEDRO MOLINA""",FINCA LA ALAMEDA,42182840,ISMAEL CRISTAL AJCET,EDGAR LEONEL OTZOY CUTZAL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),CHIMALTENANGO,Chimaltenango,Escuela Normal Rural No. 1 Pedro Molina,,FINCA LA ALAMEDA,,['+502 4218 2840'],+502 4218 2840,True,True,CHIMALTENANGO,CHIMALTENANGO,ESCUELA NORMAL RURAL NO 1 PEDRO MOLINA FINCA LA ALAMEDA CHIMALTENANGO,7583889231060379805
20-04-2267-46,20-043,CHIQUIMULA,JOCOTAN,"ESCUELA NORMAL RURAL NO. 3 ""RAFAEL IRIARTE""",BARRIO SAN LORENZO,79465228,JULIO CESAR CAGUAY GUTIERRES,FIDELINO HUALES SÚCHITE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),CHIQUIMULA,Chiquimula,Escuela Normal Rural No. 3 Rafael Iriarte,,BARRIO SAN LORENZO,,['+502 7946 5228'],+502 7946 5228,True,True,CHIQUIMULA,JOCOTAN,ESCUELA NORMAL RURAL NO 3 RAFAEL IRIARTE BARRIO SAN LORENZO JOCOTAN,3719639336166007338
15-01-0050-46,15-001,BAJA VERAPAZ,SALAMA,ESCUELA NORMAL RURAL NO.4 DR. ELIZARDO URIZAR LEAL,13 AVENIDA 7-41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN,79400455,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELGI WALTER BOTEO GARCÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,BajaVerapaz,Escuela Normal Rural No.4 Dr. Elizardo Urizar Leal,,13 AVENIDA 7 - 41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN,,['+502 7940 0455'],+502 7940 0455,True,True,BAJA VERAPAZ,SALAMA,ESCUELA NORMAL RURAL NO 4 DR ELIZARDO URIZAR LEAL 13 AVENIDA 7 41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN SALAMA,-5941123443193232866
17-01-0485-46,17-001,PETEN,FLORES,ESCUELA NORMAL RURAL NO. 5 PROFESOR JULIO EDMUNDO ROSADO PINELO,BARRIO SANTA ELENA,78425736,RODOLFO MEDINA,VAYRON ANTONIO CONTRERAS POZADAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,Peten,Escuela Normal Rural No. 5 Profesor Julio Edmundo Rosado Pinelo,,BARRIO SANTA ELENA,,['+502 7842 5736'],+502 7842 5736,True,True,PETEN,FLORES,ESCUELA NORMAL RURAL NO 5 PROFESOR JULIO EDMUNDO ROSADO PINELO BARRIO SANTA ELENA FLORES,5146870826395426116
14-12-0501-46,14-039,QUICHE,JOYABAJ,ESCUELA PARTICULAR MIXTA JOYABATECA DE CIENCIAS COMERCIALES,BARRIO CENTRAL,77559379,ANA ESTER URIZAR GIL DE VILLATORO,PEDRO JAIRO ELIZARDO GARCÍA GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUICHÉ,Quiche,Escuela Particular Mixta Joyabateca de Ciencias Comerciales,,BARRIO CENTRAL,,['+502 7755 9379'],+502 7755 9379,True,True,QUICHE,JOYABAJ,ESCUELA PARTICULAR MIXTA JOYABATECA DE CIENCIAS COMERCIALES BARRIO CENTRAL JOYABAJ,4704607896454578160
18-01-0443-46,18-008,IZABAL,PUERTO BARRIOS,"ESCUELA PARTICULAR MIXTA ""JUSTO RUFINO BARRIOS""",17 CALLE Y 8A. AVENIDA,79487031,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARYLENA ESTRADA LEONARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,Izabal,Escuela Particular Mixta Justo Rufino Barrios,,17 CALLE Y 8A. AVENIDA,,['+502 7948 7031'],+502 7948 7031,True,True,IZABAL,PUERTO BARRIOS,ESCUELA PARTICULAR MIXTA JUSTO RUFINO BARRIOS 17 CALLE Y 8A AVENIDA PUERTO BARRIOS,5665124887376336986
18-01-0042-46,18-008,IZABAL,PUERTO BARRIOS,"ESCUELA PARTICULAR MIXTA ""JUSTO RUFINO BARRIOS""",8A AVENIDA ENTRE 17 Y 18 CALLES,79487032,ELENA ELIZABETH SUCHITE GARNICA DE QUINTANILLA,MARIO RENÉ JUÁREZ SALGUERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,Izabal,Escuela Particular Mixta Justo Rufino Barrios,,8A AVENIDA ENTRE 17 Y 18 CALLES,,['+502 7948 7032'],+502 7948 7032,True,True,IZABAL,PUERTO BARRIOS,ESCUELA PARTICULAR MIXTA JUSTO RUFINO BARRIOS 8A AVENIDA ENTRE 17 Y 18 CALLES PUERTO BARRIOS,-5678082667243872933
18-05-0141-46,18-037,IZABAL,LOS AMATES,"ESCUELA PARTICULAR MIXTA ""LICENCIADO DAVID VELA""",KILOMETRO 200 RUTA AL ATLANTICO,79473116,MIRNA JUDITH AQUINO RIVERA DE ELIAS,HÉCTOR ENRIQUE ZÚÑIGA ORELLANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,Izabal,Escuela Particular Mixta Licenciado David Vela,,KILOMETRO 200 RUTA AL ATLANTICO,,['+502 7947 3116'],+502 7947 3116,True,True,IZABAL,LOS AMATES,ESCUELA PARTICULAR MIXTA LICENCIADO DAVID VELA KILOMETRO 200 RUTA AL ATLANTICO LOS AMATES,-8176044933060923737
12-02-0146-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,ESCUELA PRE UNIVERSITARIA DE ARTE PLANETA MUSICAL,"2DA. AV.""C"" 3-46 ZONA 4",53664453,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,SERGIO ISMAEL LÓPEZ GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS,SanMarcos,Escuela Pre Universitaria de Arte Planeta Musical,,2DA. AVENIDAC 3 - 46 ZONA 4,,['+502 5366 4453'],+502 5366 4453,True,True,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,ESCUELA PRE UNIVERSITARIA DE ARTE PLANETA MUSICAL 2DA AVENIDAC 3 46 ZONA 4 SAN PEDRO SACATEPEQUEZ,-2248967285842292690
10-03-0020-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,ESCUELA PRIVADA DE CAFICULTURA LAS NUBES,FINCA LAS NUBES SAN FRANCISCO ZAPOTITLÁN SUCHITEPEQUEZ,37060046,FREDY STUARDO QUIÑONEZ DE LEON,HEIDY PAOLA OROZCO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,Suchitepequez,Escuela Privada de Caficultura las Nubes,,FINCA LAS NUBES SAN FRANCISCO ZAPOTITLÁN SUCHITEPEQUEZ,,['+502 3706 0046'],+502 3706 0046,True,True,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,ESCUELA PRIVADA DE CAFICULTURA LAS NUBES FINCA LAS NUBES SAN FRANCISCO ZAPOTITLAN SUCHITEPEQUEZ SAN FRANCISCO ZAPOTITLAN,1229818752024716774
10-01-0305-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,ESCUELA PRIVADA DE EDUCACION FISICA ENMA GRACIELA OCHOA DE ESTRADA,1A. AVENIDA SUR FINAL 12-01 ZONA 1,78720212,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,OSCAR GEOVANY OCHOA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,Suchitepequez,Escuela Privada de Educacion Fisica Enma Graciela Ochoa de Estrada,,1A. AVENIDA SUR FINAL 12 - 01 ZONA 1,,['+502 7872 0212'],+502 7872 0212,True,True,SUCHITEPEQUEZ,MAZATENANGO,ESCUELA PRIVADA DE EDUCACION FISICA ENMA GRACIELA OCHOA DE ESTRADA 1A AVENIDA SUR FINAL 12 01 ZONA 1 MAZATENANGO,9021419350070487471
17-02-0011-46,17-002,PETEN,SAN JOSE,"ESCUELA PRIVADA DE MAGISTERIO ""SAN JOSÉ""",BARRIO VISTA LAGO,59882736,LILIA SAUDITA SUNTECUN CHAN,ARELI MAGALI CHAN TESUCÚN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,Peten,Escuela Privada de Magisterio San José,,BARRIO VISTA LAGO,,['+502 5988 2736'],+502 5988 2736,True,True,PETEN,SAN JOSE,ESCUELA PRIVADA DE MAGISTERIO SAN JOSE BARRIO VISTA LAGO SAN JOSE,-36106570620823267
09-01-0380-46,09-002,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTÍSTICA QUETZALTENANGO,11 CALLE 19-19 ZONA 1,77630803,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ROSALIO EDUARDO SAC RACANCOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|DOBLE|SIN JORNADA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Escuela Privada Mixta de Formacion Artistica Quetzaltenango,,11 CALLE 19 - 19 ZONA 1,,['+502 7763 0803'],+502 7763 0803,True,True,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO 11 CALLE 19 19 ZONA 1 QUETZALTENANGO,1854074916769191674
09-01-0331-46,09-002,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTÍSTICA QUETZALTENANGO,11 CALLE 19-19 ZONA 1 QUETZALTENANGO,77630803,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ROSALIO EDUARDO SAC RACANCOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Escuela Privada Mixta de Formacion Artística Quetzaltenango,,11 CALLE 19 - 19 ZONA 1 QUETZALTENANGO,,['+502 7763 0803'],+502 7763 0803,True,True,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO 11 CALLE 19 19 ZONA 1 QUETZALTENANGO QUETZALTENANGO,-8103806404477109981
09-01-0379-46,09-041,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA EVANGELICA SHEKINA,12 CALLE 1-90 ZONA 8,34500905,WILSON RANFERI SIGUENZA LOPEZ,LUDWING IVAN TEBALAN OROXOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Escuela Privada Mixta Evangélica Shekiná,,12 CALLE 1 - 90 ZONA 8,,['+502 3450 0905'],+502 3450 0905,True,True,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA EVANGELICA SHEKINA 12 CALLE 1 90 ZONA 8 QUETZALTENANGO,-3892151640190423479
09-06-0036-46,09-015,QUETZALTENANGO,CABRICAN,ESCUELA PRIVADA NORMAL MAYA LA ASUNCIÓN,2DA. AVENIDA 2-88 ZONA 2,30137593,DOMINGO ENRIQUE RAMIREZ MENDEZ,PEDRO LUCAS Y LUCAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Escuela Privada Normal Maya la Asunción,,2DA. AVENIDA 2 - 88 ZONA 2,,['+502 3013 7593'],+502 3013 7593,True,True,QUETZALTENANGO,CABRICAN,ESCUELA PRIVADA NORMAL MAYA LA ASUNCION 2DA AVENIDA 2 88 ZONA 2 CABRICAN,8349537713600728898
00-05-0457-46,01-314,CIUDAD CAPITAL,ZONA 5,ESCUELA PROFESIONAL SAN VICENTE DE PAUL,17 AVE 31-00,22391272,PLINIO IVAN HERNANDEZ,KAREN AZUCENA PALMA MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Escuela Profesional San Vicente de Paul,,17 AVE 31 - 00,,['+502 2239 1272'],+502 2239 1272,True,True,CIUDAD CAPITAL,ZONA 5,ESCUELA PROFESIONAL SAN VICENTE DE PAUL 17 AVE 31 00 ZONA 5,-8413593119825579780
00-05-0040-46,01-314,CIUDAD CAPITAL,ZONA 5,ESCUELA PROFESIONAL SAN VICENTE DE PAUL,17 AVENIDA 31-00,23391272,PLINIO IVAN HERNANDEZ,KAREN AZUCENA PALMA MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Escuela Profesional San Vicente de Paul,,17 AVENIDA 31 - 00,,['+502 2339 1272'],+502 2339 1272,True,True,CIUDAD CAPITAL,ZONA 5,ESCUELA PROFESIONAL SAN VICENTE DE PAUL 17 AVENIDA 31 00 ZONA 5,5884159482265995479
22-02-2204-46,22-009,JUTIAPA,EL PROGRESO,ESCUELA REGIONAL DE HOTELERIA Y TURISMO ECOLOGICO,0 CALLE 1-20 ZONA 3 EDIFICIO TERESA DE CHANG 3ER NIVEL,57167937,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JUTIAPA,Jutiapa,Escuela Regional de Hoteleria y Turismo Ecologico,,0 CALLE 1 - 20 ZONA 3 EDIFICIO TERESA DE CHANG 3ER NIVEL,,['+502 5716 7937'],+502 5716 7937,True,True,JUTIAPA,EL PROGRESO,ESCUELA REGIONAL DE HOTELERIA Y TURISMO ECOLOGICO 0 CALLE 1 20 ZONA 3 EDIFICIO TERESA DE CHANG 3ER NIVEL EL PROGRESO,-1667838666870094206
20-01-0031-46,20-024,CHIQUIMULA,CHIQUIMULA,ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE -ESDEO-,2A CALLE 4-40 ZONA 1,79420290,SILVIA MARILENA BUEZO MARTINEZ,ERWIN LEONEL COLINDRES MONROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA|DOBLE,DIARIO(REGULAR),CHIQUIMULA,Chiquimula,Escuela Secundaria Privada Mixta de Oriente -esdeo-,,2A CALLE 4 - 40 ZONA 1,,['+502 7942 0290'],+502 7942 0290,True,True,CHIQUIMULA,CHIQUIMULA,ESCUELA SECUNDARIA PRIVADA MIXTA DE ORIENTE ESDEO 2A CALLE 4 40 ZONA 1 CHIQUIMULA,2932561955293468267
00-05-0007-46,01-313,CIUDAD CAPITAL,ZONA 5,ESCUELA SUPERIOR DE COMERCIO Y ACADEMIA ROYAL,27 CALLE 23-14,23316077,ERICK GUILLERMO SANCHEZ MARTINEZ,BLANCA ULIANOVA ALVARADO IBÁÑEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Escuela Superior de Comercio y Academia Royal,,27 CALLE 23 - 14,,['+502 2331 6077'],+502 2331 6077,True,True,CIUDAD CAPITAL,ZONA 5,ESCUELA SUPERIOR DE COMERCIO Y ACADEMIA ROYAL 27 CALLE 23 14 ZONA 5,-1248814526120727784
02-07-0678-46,02-018,EL PROGRESO,SANARATE,ESCUELA TECNICA CIENCIA APLICADA ESTECA-PC,7A. CALLE 3-29 ZONA 4,79253207,OSMAR JOSUE GONZALEZ HERNANDEZ,EDGAR OMAR GONZÁLEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA|MATUTINA|DOBLE,DIARIO(REGULAR),EL PROGRESO,ElProgreso,Escuela Tecnica Ciencia Aplicada Esteca-pc,,7A. CALLE 3 - 29 ZONA 4,,['+502 7925 3207'],+502 7925 3207,True,True,EL PROGRESO,SANARATE,ESCUELA TECNICA CIENCIA APLICADA ESTECA PC 7A CALLE 3 29 ZONA 4 SANARATE,5228414876645077809
18-01-0461-46,18-007,IZABAL,PUERTO BARRIOS,ESCUELA TECNICA DE FORMACION Y CAPACITACION DE DESAROLLOS HOTELEROS INTERNATIONAL,"14 CALLE FINAL, FINCA PICHILINGO",79311231,EDVIN ADOLFO MORATAYA MENJIVAR,MARÍA DEL PILAR DÍAZ JIMÉNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,Izabal,Escuela Tecnica de Formacion y Capacitacion de Desarollos Hoteleros International,,"14 CALLE FINAL, FINCA PICHILINGO",,['+502 7931 1231'],+502 7931 1231,True,True,IZABAL,PUERTO BARRIOS,ESCUELA TECNICA DE FORMACION Y CAPACITACION DE DESAROLLOS HOTELEROS INTERNATIONAL 14 CALLE FINAL FINCA PICHILINGO PUERTO BARRIOS,-1423419175033205276
00-13-0036-46,01-501,CIUDAD CAPITAL,ZONA 13,ESCUELA TÉCNICA DE HOTELERÍA Y HOGAR ZUNIL NO. 2,23 CALLE 15-25,23311868,JULIO JACOBO GIL URBINA,ALMA DADIANY URETA VALDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Escuela Técnica de Hotelería y Hogar Zunil No. 2,,23 CALLE 15 - 25,,['+502 2331 1868'],+502 2331 1868,True,True,CIUDAD CAPITAL,ZONA 13,ESCUELA TECNICA DE HOTELERIA Y HOGAR ZUNIL NO 2 23 CALLE 15 25 ZONA 13,-7522789411397932751
00-13-0937-46,01-501,CIUDAD CAPITAL,ZONA 13,ESCUELA TECNICA MILITAR DE AVIACION,AVENIDA HINCAPIE 21-14,23615336,JULIO JACOBO GIL URBINA,MARVIN APOLONIO VILLATORO MOLINA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,Escuela Tecnica Militar de Aviacion,,AVENIDA HINCAPIE 21 - 14,,['+502 2361 5336'],+502 2361 5336,True,True,CIUDAD CAPITAL,ZONA 13,ESCUELA TECNICA MILITAR DE AVIACION AVENIDA HINCAPIE 21 14 ZONA 13,-5235384805207538860
00-13-0066-46,01-405,CIUDAD CAPITAL,ZONA 13,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO -PEISOL-, DE LA FUERZA AEREA GUATEMALTECA",AVENIDA HINCAPIE 21-14,56928291,BLANCA SARAI GUTIERREZ PINEDA,JOSÉ MANUEL MÉNDEZ MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA|SIN JORNADA,DIARIO(REGULAR),GUATEMALA ORIENTE,CiudadCapital,"Escuela Tecnica Militar de Aviacion, Programa Educativo Integrado del Soldado -peisol-, de la Fuerza Aerea Guatemalteca",,AVENIDA HINCAPIE 21 - 14,,['+502 5692 8291'],+502 5692 8291,True,True,CIUDAD CAPITAL,ZONA 13,ESCUELA TECNICA MILITAR DE AVIACION PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO PEISOL DE LA FUERZA AEREA GUATEMALTECA AVENIDA HINCAPIE 21 14 ZONA 13,8024503326408000391
02-03-0107-46,02-003,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,"ESCUELA TÉCNICA PROFESIONAL ""MOISÉS LIRA SERAFIN""","CASERIO LAS CHAMPAS, ALDEA SANTA GERTRUDIS",47700271,EUNICE GUADALUPE NAJARRO JUAREZ,MARLEN KARINA ARANA GRIJALVA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA|DOBLE,DIARIO(REGULAR),EL PROGRESO,ElProgreso,Escuela Técnica Profesional Moisés Lira Serafin,,"CASERIO LAS CHAMPAS, ALDEA SANTA GERTRUDIS",,['+502 4770 0271'],+502 4770 0271,True,True,EL PROGRESO,SAN AGUSTIN ACASAGUASTLAN,ESCUELA TECNICA PROFESIONAL MOISES LIRA SERAFIN CASERIO LAS CHAMPAS ALDEA SANTA GERTRUDIS SAN AGUSTIN ACASAGUASTLAN,258419396710401792
22-05-0065-46,22-009,JUTIAPA,ASUNCION MITA,ESCUELA TÉNICA VOCACIONAL,KM. 147 147.50 CARRETERA INTERAMERICANA,78459883,GAUDY YADIRA ISABEL IXCHOP AMBROCIO,HELEN ROXANA PALMA CENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),JUTIAPA,Jutiapa,Escuela Ténica Vocacional,,KM. 147 147.50 CARRETERA INTERAMERICANA,,['+502 7845 9883'],+502 7845 9883,True,True,JUTIAPA,ASUNCION MITA,ESCUELA TENICA VOCACIONAL KM 147 147 50 CARRETERA INTERAMERICANA ASUNCION MITA,1652925747866673370
09-20-0127-46,09-028,QUETZALTENANGO,COATEPEQUE,FORMACIÓN SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES,"7A. CALLE 1-42 ZONA 6, COLONIA MIGUEL ÁNGEL ASTURIAS",47917940,MANFIELD FRANCISCO CASTAÑON DE LEON,EDI RUPERTO MAZARIEGOS SANTOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Formación Secretarial Adscrita a la Escuela Nacional de Ciencias Comerciales,,"7A. CALLE 1 - 42 ZONA 6, COLONIA MIGUEL ÁNGEL ASTURIAS",,['+502 4791 7940'],+502 4791 7940,True,True,QUETZALTENANGO,COATEPEQUE,FORMACION SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES 7A CALLE 1 42 ZONA 6 COLONIA MIGUEL ANGEL ASTURIAS COATEPEQUE,1663624784344436058
09-01-0480-46,09-005,QUETZALTENANGO,QUETZALTENANGO,FORMACIÓN SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCIÓN DIURNA,5A CALLE 12-60 ZONA 3,77635161,JUAN CARLOS RONQUILLO DE LEON,ALFONSO DARIO DE LEÓN CAMACHO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO,Quetzaltenango,Formación Secretarial Adscrita a la Escuela Nacional de Ciencias Comerciales Sección Diurna,,5A CALLE 12 - 60 ZONA 3,,['+502 7763 5161'],+502 7763 5161,True,True,QUETZALTENANGO,QUETZALTENANGO,FORMACION SECRETARIAL ADSCRITA A LA ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION DIURNA 5A CALLE 12 60 ZONA 3 QUETZALTENANGO,-4458460505358685480
